difficulty,pred_v1,pred_v2,abs_err_v1,abs_err_v2,delta_abs_err_v2_minus_v1
26.0,26.02,26.111052053296145,0.019999999999999574,0.1110520532961452,0.09105205329614563
27.0,26.9,26.574108702113687,0.10000000000000142,0.42589129788631297,0.32589129788631155
27.0,26.89,27.035985529886727,0.10999999999999943,0.03598552988672665,-0.07401447011327278
27.0,26.99,26.93156420000391,0.010000000000001563,0.06843579999609162,0.058435799996090054
27.0,27.06,27.11820453245148,0.05999999999999872,0.11820453245147888,0.05820453245148016
12.0,12.02,11.951601057653514,0.019999999999999574,0.048398942346485896,0.028398942346486322
12.0,12.02,12.094255684665631,0.019999999999999574,0.09425568466563128,0.0742556846656317
12.0,11.99,11.830380281317632,0.009999999999999787,0.1696197186823678,0.15961971868236802
12.0,11.99,11.843382801641598,0.009999999999999787,0.15661719835840238,0.1466171983584026
13.0,12.99,12.899522537662577,0.009999999999999787,0.10047746233742316,0.09047746233742338
13.0,12.94,13.216175644702481,0.0600000000000005,0.2161756447024814,0.1561756447024809
13.0,12.94,12.876693500290166,0.0600000000000005,0.12330649970983387,0.06330649970983337
13.0,13.0,12.995792142007161,0.0,0.004207857992838626,0.004207857992838626
13.0,13.03,13.167389483336915,0.02999999999999936,0.1673894833369154,0.13738948333691603
14.0,14.02,13.960955801086884,0.019999999999999574,0.039044198913115835,0.01904419891311626
14.0,13.97,13.964600293457325,0.02999999999999936,0.03539970654267499,0.005399706542675631
14.0,13.92,13.78686974921383,0.08000000000000007,0.2131302507861701,0.13313025078617002
14.0,14.02,14.282431417362778,0.019999999999999574,0.282431417362778,0.2624314173627784
14.0,14.03,14.015428140876091,0.02999999999999936,0.015428140876091234,-0.014571859123908126
14.0,14.15,14.340824202710921,0.15000000000000036,0.3408242027109214,0.19082420271092104
14.0,14.05,14.252986222595263,0.05000000000000071,0.25298622259526304,0.20298622259526233
15.0,15.01,15.1134716748723,0.009999999999999787,0.11347167487230081,0.10347167487230102
15.0,14.99,14.926379167750895,0.009999999999999787,0.0736208322491052,0.06362083224910542
15.0,14.93,15.108971159718331,0.07000000000000028,0.10897115971833138,0.038971159718331094
15.0,15.01,15.11145833393839,0.009999999999999787,0.11145833393839055,0.10145833393839077
15.0,15.03,15.037918170070604,0.02999999999999936,0.03791817007060416,0.007918170070604802
15.0,14.84,14.89625745972426,0.16000000000000014,0.10374254027573926,-0.05625745972426088
16.0,15.9,15.985849317156749,0.09999999999999964,0.014150682843251161,-0.08584931715674848
